,TF_motif,time,direction,gene,score,peak,distance
2135,ESX1,2,pos,CAMK2D,3.455457076371,chr4-113575392-113575892,186285.0
2136,ESX1,2,pos,PRSS12,1.15346570987105,chr4-118347021-118347521,5732.0
2137,ESX1,2,pos,GLI3,1.1178643772637,chr7-42134661-42135161,102959.0
2138,HESX1,2,pos,RGS7,0.950919131407562,chr1-241349289-241349789,7691.0
2139,HESX1,2,pos,DAB1,1.13419426250648,chr1-58660836-58661336,-114352.0
2140,HESX1,2,pos,BICC1,1.87738053798287,chr10-58546984-58547484,34094.0
2141,HESX1,2,pos,SPATA13,0.693454590102282,chr13-23888544-23889044,-91011.0
2142,HESX1,2,pos,SPATA13,2.20039288772222,chr13-23995250-23995750,15695.0
2143,HESX1,2,pos,SPATA13,1.08261338622713,chr13-24159283-24159783,179728.0
2144,HESX1,2,pos,MYO1D,1.37721983499256,chr17-32783475-32783975,93452.0
2145,HESX1,2,pos,CAMK2D,3.455457076371,chr4-113575392-113575892,186285.0
2146,HESX1,2,pos,PRSS12,1.15346570987105,chr4-118347021-118347521,5732.0
2147,HESX1,2,pos,MAML3,0.929578799746812,chr4-140149270-140149770,4664.0
2148,NEUROD1,2,pos,SIPA1L2,0.72520374832771,chr1-232568898-232569398,-7590.0
2149,NEUROD1,2,pos,AC099792.1,0.774074035302542,chr1-60858335-60858835,9413.0
2150,NEUROD1,2,pos,AC099792.1,0.867057924984125,chr1-60862179-60862679,5569.0
2151,NEUROD1,2,pos,DPYD,1.43544249225492,chr1-97923801-97924301,-3002.0
2152,NEUROD1,2,pos,BICC1,1.87770532060454,chr10-58451321-58451821,-61569.0
2153,NEUROD1,2,pos,BICC1,1.53721730474444,chr10-58457963-58458463,-54927.0
2154,NEUROD1,2,pos,PLCE1,1.09852506226272,chr10-94025685-94026185,-4877.0
2155,NEUROD1,2,pos,PLCE1,1.03560119986693,chr10-94125133-94125633,94571.0
2156,NEUROD1,2,pos,SOX6,1.74055274906779,chr11-16843253-16843753,-103912.0
2157,NEUROD1,2,pos,CUX2,0.826588206647383,chr12-110966603-110967103,-67171.0
2158,NEUROD1,2,pos,CUX2,1.13298017675571,chr12-111187631-111188131,153857.0
2159,NEUROD1,2,pos,TMEM132B,1.34733255851704,chr12-125067057-125067557,-119529.0
2160,NEUROD1,2,pos,TMEM132B,2.10443572680982,chr12-125374657-125375157,188071.0
2161,NEUROD1,2,pos,CNTN1,1.1575514084665,chr12-40691632-40692132,-560.0
2162,NEUROD1,2,pos,GRIP1,1.26103612487993,chr12-66861049-66861549,-57113.0
2163,NEUROD1,2,pos,ATP2B1,1.775210969318,chr12-89873708-89874208,-164658.0
2164,NEUROD1,2,pos,SPATA13,2.20039288772222,chr13-23995250-23995750,15695.0
2165,NEUROD1,2,pos,GPC6,0.723959244489744,chr13-93049128-93049628,-177464.0
2166,NEUROD1,2,pos,DOCK9,2.23649429564141,chr13-99014387-99014887,71988.0
2167,NEUROD1,2,pos,CA12,4.32436390592677,chr15-63182168-63182668,199743.0
2168,NEUROD1,2,pos,MYO1D,0.965739286931268,chr17-32753860-32754360,123067.0
2169,NEUROD1,2,pos,GPR39,1.38736870887295,chr2-132349052-132349552,-67272.0
2170,NEUROD1,2,pos,GPR39,0.992877312860956,chr2-132608341-132608841,192017.0
2171,NEUROD1,2,pos,FIGN,1.10114095751077,chr2-163605767-163606267,129995.0
2172,NEUROD1,2,pos,ABCG1,1.56875862614798,chr21-42014030-42014530,-185409.0
2173,NEUROD1,2,pos,ABCG1,1.15946468705499,chr21-42232218-42232718,32779.0
2174,NEUROD1,2,pos,PHF21B,1.01253685922381,chr22-44964686-44965186,45063.0
2175,NEUROD1,2,pos,ARPP21,0.894066453042303,chr3-35743198-35743698,104503.0
2176,NEUROD1,2,pos,ARPP21,0.833614696010562,chr3-35760070-35760570,121375.0
2177,NEUROD1,2,pos,ITPR1,0.888266898705914,chr3-4528259-4528759,35161.0
2178,NEUROD1,2,pos,PRSS12,1.15346570987105,chr4-118347021-118347521,5732.0
2179,NEUROD1,2,pos,PTK7,0.869060056196402,chr6-43020724-43021224,-55294.0
2180,NEUROD1,2,pos,PCLO,2.16044781336333,chr7-82985148-82985648,177532.0
2181,NEUROD1,2,pos,NCALD,1.16713545141207,chr8-101944525-101945025,180132.0
2182,NEUROD1,2,pos,MSRA,0.530397081187467,chr8-10250209-10250709,196191.0
2183,NEUROD1,2,pos,ZHX2,0.897363975427557,chr8-122727823-122728323,-53321.0
2184,NEUROD1,2,pos,ZHX2,1.27965445701963,chr8-122876845-122877345,95701.0
2185,NEUROD1,2,pos,PAG1,0.802826471845373,chr8-81002133-81002633,109685.0
2186,NEUROD1,2,pos,PAG1,1.35049076632878,chr8-81005386-81005886,106432.0
2187,NEUROD1,2,pos,RUNX1T1,0.69397573083961,chr8-92019088-92019588,83948.0
2188,NEUROD1,2,pos,MSRA,0.575656512962331,chr8-9944969-9945469,-109049.0
2189,NEUROD1,2,pos,KIAA1958,3.75393014143547,chr9-112605689-112606189,119092.0
2190,EVX1,3,pos,AC099792.1,1.21739191780319,chr1-60863758-60864258,3990.0
2191,EVX1,3,pos,AC099792.1,0.965728783770123,chr1-60912368-60912868,-44620.0
2192,EVX1,3,pos,GRIA4,0.847777526285731,chr11-105713698-105714198,103954.0
2193,EVX1,3,pos,GRIP1,0.879160554478525,chr12-66740294-66740794,63642.0
2194,EVX1,3,pos,MYO16,1.23186937382044,chr13-108631317-108631817,35415.0
2195,EVX1,3,pos,GRID2,0.725387842176119,chr4-92346894-92347394,43522.0
2196,EVX1,3,pos,MCTP1,1.08789515792855,chr5-95307886-95308386,-23561.0
2197,EVX1,3,pos,MCTP1,0.833175668642514,chr5-95319219-95319719,-34894.0
2198,GATA1::TAL1,3,pos,AC099792.1,1.3102863981754,chr1-60857797-60858297,9951.0
2199,GATA1::TAL1,3,pos,AC099792.1,1.21739191780319,chr1-60863758-60864258,3990.0
2200,GATA1::TAL1,3,pos,AC099792.1,0.965728783770123,chr1-60912368-60912868,-44620.0
2201,GATA1::TAL1,3,pos,GAS2L3,0.867816268085631,chr12-100448571-100449071,-124862.0
2202,GATA1::TAL1,3,pos,EPS8,1.74773900336539,chr12-15919154-15919654,-37075.0
2203,GATA1::TAL1,3,pos,GRIP1,1.22244853876704,chr12-66716680-66717180,87256.0
2204,GATA1::TAL1,3,pos,ST6GAL1,1.19365949846675,chr3-187045079-187045579,114844.0
2205,GATA1::TAL1,3,pos,FAM19A1,1.04183504575989,chr3-67869410-67869910,-134556.0
2206,GATA1::TAL1,3,pos,GRID2,0.725387842176119,chr4-92346894-92347394,43522.0
2207,GATA1::TAL1,3,pos,PVT1,1.50422500876381,chr8-127651821-127652321,-142462.0
2208,POU4F2,3,pos,AC099792.1,1.34367367250458,chr1-60841238-60841738,26510.0
2209,POU4F2,3,pos,CACNB2,0.922269470656113,chr10-18204528-18205028,64101.0
2210,POU4F2,3,pos,GRIA4,0.847777526285731,chr11-105713698-105714198,103954.0
2211,POU4F2,3,pos,GRIP1,0.879160554478525,chr12-66740294-66740794,63642.0
2212,POU4F2,3,pos,TMTC2,1.24502461633106,chr12-82866246-82866746,179616.0
2213,POU4F2,3,pos,FRY,1.01556342458856,chr13-31885874-31886374,-145176.0
2214,POU4F2,3,pos,CAMK2D,1.78311492284026,chr4-113576582-113577082,185095.0
2215,POU4F2,3,pos,ITGB8,0.927882671276182,chr7-20407399-20407899,76947.0
2216,POU4F2,3,pos,CREB5,0.905056185677601,chr7-28170650-28171150,-128421.0
2217,POU4F2,3,pos,ZHX2,0.706108432643954,chr8-122876150-122876650,95006.0
2218,POU4F2,3,pos,TOX,1.18694715239895,chr8-59289338-59289838,-170380.0
2219,ZSCAN4,3,pos,AC099792.1,1.21739191780319,chr1-60863758-60864258,3990.0
2220,ZSCAN4,3,pos,GRIA4,0.847777526285731,chr11-105713698-105714198,103954.0
2221,ZSCAN4,3,pos,GAS2L3,0.84262615051626,chr12-100714457-100714957,141024.0
2222,ZSCAN4,3,pos,TMEM132B,1.73763628275428,chr12-125365907-125366407,179321.0
2223,ZSCAN4,3,pos,GRIP1,1.11903314559206,chr12-66606834-66607334,197102.0
2224,ZSCAN4,3,pos,CRADD,1.36917372490897,chr12-93821301-93821801,144176.0
2225,ZSCAN4,3,pos,FRY,1.01556342458856,chr13-31885874-31886374,-145176.0
2226,ZSCAN4,3,pos,SEMA6D,1.27384118060727,chr15-47340222-47340722,156371.0
2227,ZSCAN4,3,pos,CA12,2.60961068151941,chr15-63552291-63552791,-170380.0
2228,ZSCAN4,3,pos,FGF12,0.938606041181701,chr3-192620171-192620671,147343.0
2229,ZSCAN4,3,pos,ARPP21,0.947215733590498,chr3-35492050-35492550,-146645.0
2230,ZSCAN4,3,pos,GRID2,0.725387842176119,chr4-92346894-92347394,43522.0
2231,ZSCAN4,3,pos,MCTP1,0.833175668642514,chr5-95319219-95319719,-34894.0
2232,ZSCAN4,3,pos,PTK7,0.579172900781815,chr6-42907502-42908002,-168516.0
2233,ZSCAN4,3,pos,PTK7,0.777791731220711,chr6-43078208-43078708,2190.0
2234,ZSCAN4,3,pos,ITGB8,1.06162714107477,chr7-20139815-20140315,-190637.0
2235,ZSCAN4,3,pos,ITGB8,1.17796825761878,chr7-20408494-20408994,78042.0
2236,ZSCAN4,3,pos,RGS20,1.08981955594743,chr8-53657776-53658276,-193782.0
2237,HOXA5,3,pos,GAS2L3,0.867816268085631,chr12-100448571-100449071,-124862.0
2238,HOXA5,3,pos,GPC6,1.14959282357544,chr13-93075643-93076143,-150949.0
2239,HOXA5,3,pos,CA12,2.60961068151941,chr15-63552291-63552791,-170380.0
2240,HOXA5,3,pos,FIGN,1.71409315835888,chr2-163646618-163647118,89144.0
2241,HOXA5,3,pos,MCTP1,1.08789515792855,chr5-95307886-95308386,-23561.0
2242,HOXA5,3,pos,GLI3,1.02179961550629,chr7-42146327-42146827,91293.0
2243,HOXA5,3,pos,MSRA,1.12158459100218,chr8-10095954-10096454,41936.0
2244,NR4A2::RXRA,3,pos,AC099792.1,1.21739191780319,chr1-60863758-60864258,3990.0
2245,NR4A2::RXRA,3,pos,AC099792.1,1.23833308339792,chr1-60904482-60904982,-36734.0
2246,NR4A2::RXRA,3,pos,CACNB2,0.830710279363391,chr10-18006232-18006732,-134195.0
2247,NR4A2::RXRA,3,pos,ARPP21,0.947215733590498,chr3-35492050-35492550,-146645.0
2248,NR4A2::RXRA,3,pos,FAM19A1,1.04183504575989,chr3-67869410-67869910,-134556.0
2249,NR4A2::RXRA,3,pos,MCTP1,0.80368178152423,chr5-95422811-95423311,-138486.0
2250,NR4A2::RXRA,3,pos,PAG1,1.0059254389095,chr8-80926312-80926812,185506.0
2251,NKX3-2,3,pos,AC099792.1,1.23833308339792,chr1-60904482-60904982,-36734.0
2252,NKX3-2,3,pos,TMEM132B,1.73763628275428,chr12-125365907-125366407,179321.0
2253,NKX3-2,3,pos,EPS8,1.74773900336539,chr12-15919154-15919654,-37075.0
2254,NKX3-2,3,pos,GRIP1,1.22244853876704,chr12-66716680-66717180,87256.0
2255,NKX3-2,3,pos,GRIP1,0.879160554478525,chr12-66740294-66740794,63642.0
2256,NKX3-2,3,pos,MCTP1,1.08789515792855,chr5-95307886-95308386,-23561.0
2257,NKX3-2,3,pos,ITGB8,0.927882671276182,chr7-20407399-20407899,76947.0
2258,NKX3-2,3,pos,PAG1,0.872470178362022,chr8-81076860-81077360,34958.0
2259,NKX3-2,3,pos,PAG1,0.76940533318053,chr8-81105211-81105711,6607.0
2260,EOMES,3,pos,AC099792.1,1.21739191780319,chr1-60863758-60864258,3990.0
2261,EOMES,3,pos,TMEM123,0.842528095689318,chr11-102348019-102348519,122115.0
2262,EOMES,3,pos,GRAMD1B,0.740290132391743,chr11-123217844-123218344,-140334.0
2263,EOMES,3,pos,TMEM132B,1.73763628275428,chr12-125365907-125366407,179321.0
2264,EOMES,3,pos,MYO16,0.799098428335339,chr13-108439518-108440018,-156384.0
2265,EOMES,3,pos,GPC6,1.14959282357544,chr13-93075643-93076143,-150949.0
2266,EOMES,3,pos,PLCB4,1.06713945375516,chr20-9165163-9165663,96650.0
2267,EOMES,3,pos,MCTP1,1.08789515792855,chr5-95307886-95308386,-23561.0
2268,EOMES,3,pos,GLI3,1.02179961550629,chr7-42146327-42146827,91293.0
2269,EOMES,3,pos,PVT1,1.50422500876381,chr8-127651821-127652321,-142462.0
2270,NFIC,3,pos,AC099792.1,1.03578496724199,chr1-60809445-60809945,58303.0
2271,NFIC,3,pos,AC099792.1,1.23833308339792,chr1-60904482-60904982,-36734.0
2272,NFIC,3,pos,AC099792.1,0.925483333710482,chr1-60952743-60953243,-84995.0
2273,NFIC,3,pos,GAS2L3,0.867816268085631,chr12-100448571-100449071,-124862.0
2274,NFIC,3,pos,CUX2,0.995535518617408,chr12-111211633-111212133,177859.0
2275,NFIC,3,pos,APOLD1,0.984327688776526,chr12-12745759-12746259,20092.0
2276,NFIC,3,pos,APOLD1,0.67383588593685,chr12-12845237-12845737,119570.0
2277,NFIC,3,pos,PTPRM,1.11615183778257,chr18-7458842-7459342,-107690.0
2278,NFIC,3,pos,PLCB4,1.06713945375516,chr20-9165163-9165663,96650.0
2279,NFIC,3,pos,FAM19A1,1.04183504575989,chr3-67869410-67869910,-134556.0
2280,NFIC,3,pos,GRID2,0.725387842176119,chr4-92346894-92347394,43522.0
2281,NFIC,3,pos,MCTP1,1.08789515792855,chr5-95307886-95308386,-23561.0
2282,NFIC,3,pos,MCTP1,0.833175668642514,chr5-95319219-95319719,-34894.0
2283,NFIC,3,pos,MCTP1,0.791566396749209,chr5-95471488-95471988,-187163.0
2284,NFIC,3,pos,PTK7,0.579172900781815,chr6-42907502-42908002,-168516.0
2285,NFIC,3,pos,ITGB8,1.17796825761878,chr7-20408494-20408994,78042.0
2286,NFIC,3,pos,TOX,1.18694715239895,chr8-59289338-59289838,-170380.0
2287,NFIC,3,pos,CHD7,0.649652417249428,chr8-60619943-60620443,-58585.0
2288,NFIC,3,pos,PAG1,1.0059254389095,chr8-80926312-80926812,185506.0
2289,Pax6,3,pos,AC099792.1,1.23833308339792,chr1-60904482-60904982,-36734.0
2290,Pax6,3,pos,GAS2L3,0.84262615051626,chr12-100714457-100714957,141024.0
2291,Pax6,3,pos,GRIP1,1.11903314559206,chr12-66606834-66607334,197102.0
2292,Pax6,3,pos,AC007495.1,0.557461922598964,chr16-56386385-56386885,-195541.0
2293,Pax6,3,pos,FIGN,0.783541050599798,chr2-163919034-163919534,-183272.0
2294,Pax6,3,pos,CAMK2D,1.78311492284026,chr4-113576582-113577082,185095.0
2295,Pax6,3,pos,MCTP1,0.80368178152423,chr5-95422811-95423311,-138486.0
2296,Pax6,3,pos,CHD7,1.03265938749755,chr8-60639658-60640158,-38870.0
2297,ZNF24,3,pos,CACNB2,0.922269470656113,chr10-18204528-18205028,64101.0
2298,ZNF24,3,pos,GAS2L3,0.867816268085631,chr12-100448571-100449071,-124862.0
2299,ZNF24,3,pos,GAS2L3,0.84262615051626,chr12-100714457-100714957,141024.0
2300,ZNF24,3,pos,TMEM132B,1.73763628275428,chr12-125365907-125366407,179321.0
2301,ZNF24,3,pos,GRIP1,1.11903314559206,chr12-66606834-66607334,197102.0
2302,ZNF24,3,pos,MYO16,1.23186937382044,chr13-108631317-108631817,35415.0
2303,ZNF24,3,pos,GPC6,1.14959282357544,chr13-93075643-93076143,-150949.0
2304,ZNF24,3,pos,AC007495.1,0.557461922598964,chr16-56386385-56386885,-195541.0
2305,ZNF24,3,pos,FAM19A1,1.04183504575989,chr3-67869410-67869910,-134556.0
2306,ZNF24,3,pos,MCTP1,0.833175668642514,chr5-95319219-95319719,-34894.0
2307,ZNF24,3,pos,TOX,1.18694715239895,chr8-59289338-59289838,-170380.0
2308,ZNF24,3,pos,CHD7,0.649652417249428,chr8-60619943-60620443,-58585.0
2309,ZNF24,3,pos,PAG1,0.76940533318053,chr8-81105211-81105711,6607.0
2310,ZNF24,3,pos,PAG1,0.940498107322567,chr8-81235167-81235667,-123349.0
2311,BCL6B,3,pos,CACNB2,0.830710279363391,chr10-18006232-18006732,-134195.0
2312,BCL6B,3,pos,GRAMD1B,0.740290132391743,chr11-123217844-123218344,-140334.0
2313,BCL6B,3,pos,PLXNC1,1.3407874563912,chr12-94170655-94171155,22182.0
2314,BCL6B,3,pos,MYO16,1.23186937382044,chr13-108631317-108631817,35415.0
2315,BCL6B,3,pos,SEMA6D,1.27384118060727,chr15-47340222-47340722,156371.0
2316,BCL6B,3,pos,MCTP1,1.08789515792855,chr5-95307886-95308386,-23561.0
2317,BCL6B,3,pos,MCTP1,0.833175668642514,chr5-95319219-95319719,-34894.0
2318,BCL6B,3,pos,MCTP1,0.80368178152423,chr5-95422811-95423311,-138486.0
2319,BCL6B,3,pos,FOXP2,0.99338842131103,chr7-113994724-113995224,-91353.0
2320,BCL6B,3,pos,CHD7,0.649652417249428,chr8-60619943-60620443,-58585.0
2321,HMBOX1,3,pos,SIPA1L2,1.34387345594249,chr1-232506966-232507466,54342.0
2322,HMBOX1,3,pos,AC099792.1,1.03786397390737,chr1-60941664-60942164,-73916.0
2323,HMBOX1,3,pos,GAS2L3,0.84262615051626,chr12-100714457-100714957,141024.0
2324,HMBOX1,3,pos,ARPP21,0.947215733590498,chr3-35492050-35492550,-146645.0
2325,HMBOX1,3,pos,FAM19A1,1.04183504575989,chr3-67869410-67869910,-134556.0
2326,HOXD11,3,pos,AC099792.1,1.21739191780319,chr1-60863758-60864258,3990.0
2327,HOXD11,3,pos,ST6GAL1,1.19365949846675,chr3-187045079-187045579,114844.0
2328,HOXD11,3,pos,RAB3C,1.81251346011763,chr5-58710849-58711349,128878.0
2329,HOXD11,3,pos,MSRA,1.12158459100218,chr8-10095954-10096454,41936.0
2330,HOXD11,3,pos,TOX,1.18694715239895,chr8-59289338-59289838,-170380.0
2331,TBX2,3,pos,TMEM123,0.842528095689318,chr11-102348019-102348519,122115.0
2332,TBX2,3,pos,GRAMD1B,0.740290132391743,chr11-123217844-123218344,-140334.0
2333,TBX2,3,pos,TMEM132B,1.73763628275428,chr12-125365907-125366407,179321.0
2334,TBX2,3,pos,GRIP1,1.22244853876704,chr12-66716680-66717180,87256.0
2335,TBX2,3,pos,MYO16,0.799098428335339,chr13-108439518-108440018,-156384.0
2336,TBX2,3,pos,GPC6,1.14959282357544,chr13-93075643-93076143,-150949.0
2337,TBX2,3,pos,SEMA6D,1.27384118060727,chr15-47340222-47340722,156371.0
2338,TBX2,3,pos,AC007495.1,0.819930277278993,chr16-56212303-56212803,-21459.0
2339,TBX2,3,pos,MCTP1,1.08789515792855,chr5-95307886-95308386,-23561.0
2340,TEAD1,3,pos,SIPA1L2,1.34387345594249,chr1-232506966-232507466,54342.0
2341,TEAD1,3,pos,CACNB2,0.922269470656113,chr10-18204528-18205028,64101.0
2342,TEAD1,3,pos,GAS2L3,0.867816268085631,chr12-100448571-100449071,-124862.0
2343,TEAD1,3,pos,GRIP1,1.22244853876704,chr12-66716680-66717180,87256.0
2344,TEAD1,3,pos,PLXNC1,1.3407874563912,chr12-94170655-94171155,22182.0
2345,TEAD1,3,pos,AC007495.1,0.819930277278993,chr16-56212303-56212803,-21459.0
2346,TEAD1,3,pos,GRID2,1.30480839730861,chr4-92334608-92335108,31236.0
2347,TEAD1,3,pos,MCTP1,1.08789515792855,chr5-95307886-95308386,-23561.0
2348,TEAD1,3,pos,GLI3,1.02179961550629,chr7-42146327-42146827,91293.0
2349,TEAD1,3,pos,ZHX2,0.864556048909228,chr8-122613261-122613761,-167883.0
2350,NKX2-3,3,pos,AC099792.1,1.23833308339792,chr1-60904482-60904982,-36734.0
2351,NKX2-3,3,pos,TMEM132B,1.73763628275428,chr12-125365907-125366407,179321.0
2352,NKX2-3,3,pos,EPS8,1.74773900336539,chr12-15919154-15919654,-37075.0
2353,NKX2-3,3,pos,GRIP1,1.22244853876704,chr12-66716680-66717180,87256.0
2354,NKX2-3,3,pos,SEMA6D,1.27384118060727,chr15-47340222-47340722,156371.0
2355,NKX2-3,3,pos,ITGB8,0.927882671276182,chr7-20407399-20407899,76947.0
2356,NKX2-3,3,pos,CHD7,0.649652417249428,chr8-60619943-60620443,-58585.0
2357,NKX2-3,3,pos,PAG1,0.872470178362022,chr8-81076860-81077360,34958.0
2358,NKX2-3,3,pos,PAG1,0.76940533318053,chr8-81105211-81105711,6607.0
2359,ZBTB18,4,pos,RGS7,1.46280547504416,chr1-241413413-241413913,-56433.0
2360,ZBTB18,4,pos,EFCAB2,1.01125433023518,chr1-245166279-245166779,196824.0
2361,ZBTB18,4,pos,GRAMD1B,1.05853896398427,chr11-123214964-123215464,-143214.0
2362,ZBTB18,4,pos,TMEM132B,1.37437528668161,chr12-125128435-125128935,-58151.0
2363,ZBTB18,4,pos,APOLD1,0.852093429059117,chr12-12558845-12559345,-166822.0
2364,ZBTB18,4,pos,APOLD1,0.932231809426529,chr12-12704536-12705036,-21131.0
2365,ZBTB18,4,pos,APOLD1,0.850546071838021,chr12-12808542-12809042,82875.0
2366,ZBTB18,4,pos,APOLD1,1.06595166335534,chr12-12845237-12845737,119570.0
2367,ZBTB18,4,pos,SMOC1,0.614623547100573,chr14-69841562-69842062,-12319.0
2368,ZBTB18,4,pos,CA12,1.29846407277644,chr15-63463500-63464000,-81589.0
2369,ZBTB18,4,pos,ZNF423,0.834092830242462,chr16-49738714-49739214,118955.0
2370,ZBTB18,4,pos,CDH13,0.788686375350852,chr16-82612148-82612648,-14405.0
2371,ZBTB18,4,pos,EPHA4,1.58400934347217,chr2-221458545-221459045,115407.0
2372,ZBTB18,4,pos,ABCG1,1.71121716137112,chr21-42038943-42039443,-160496.0
2373,ZBTB18,4,pos,PHF21B,1.70383663291504,chr22-45209525-45210025,-199776.0
2374,ZBTB18,4,pos,ITPR1,1.55882941463071,chr3-4672694-4673194,179596.0
2375,ZBTB18,4,pos,ERC2,0.847202681423409,chr3-56467020-56467520,1093.0
2376,ZBTB18,4,pos,TENM2,1.8288241941141,chr5-167247806-167248306,-36743.0
2377,ZBTB18,4,pos,SLC1A3,0.772964522820145,chr5-36652948-36653448,46843.0
2378,ZBTB18,4,pos,SGK1,0.822310642246672,chr6-134421261-134421761,-103399.0
2379,ZBTB18,4,pos,EPM2A,0.49066591746558,chr6-145875596-145876096,-139823.0
2380,ZBTB18,4,pos,ELMO1,0.605792710929174,chr7-37580435-37580935,-131436.0
2381,ZBTB18,4,pos,ZHX2,1.24775191813399,chr8-122814071-122814571,32927.0
2382,ZBTB18,4,pos,DLGAP2,0.793231494238311,chr8-926512-927012,189166.0
2383,TCF7L1,4,pos,SRM,0.930656539358874,chr1-11132232-11132732,-72458.0
2384,TCF7L1,4,pos,SIPA1L2,1.1627712546248,chr1-232535034-232535534,26274.0
2385,TCF7L1,4,pos,RGS7,1.8013951017667,chr1-241518995-241519495,-162015.0
2386,TCF7L1,4,pos,GUCY1A2,1.07774522376803,chr11-106898106-106898606,120168.0
2387,TCF7L1,4,pos,APOLD1,0.93111238591167,chr12-12737050-12737550,11383.0
2388,TCF7L1,4,pos,GRIP1,1.21641242930733,chr12-66762744-66763244,41192.0
2389,TCF7L1,4,pos,SMOC1,1.10872958174932,chr14-69812600-69813100,-41281.0
2390,TCF7L1,4,pos,SCN2A,0.818019323041045,chr2-165128468-165128968,-66275.0
2391,TCF7L1,4,pos,EPHA4,1.12515295264436,chr2-221527808-221528308,46144.0
2392,TCF7L1,4,pos,EPHA4,1.40563919779619,chr2-221642127-221642627,-68175.0
2393,TCF7L1,4,pos,CHL1,1.04866053882005,chr3-157906-158406,-38440.0
2394,TCF7L1,4,pos,ITPR1,2.40231434838381,chr3-4533976-4534476,40878.0
2395,TCF7L1,4,pos,PAM,0.955404822576992,chr5-102583731-102584231,-170000.0
2396,TCF7L1,4,pos,PAM,4.12405403707997,chr5-102921614-102922114,167883.0
2397,TCF7L1,4,pos,SLC1A3,1.10924137468838,chr5-36741145-36741645,135040.0
2398,TCF7L1,4,pos,PLXNA4,1.35099653657662,chr7-132485566-132486066,162872.0
2399,TCF7L1,4,pos,CREB5,0.817366362052333,chr7-28425414-28425914,126343.0
2400,TCF7L1,4,pos,GLI3,0.757505374021094,chr7-42125181-42125681,112439.0
2401,TCF7L1,4,pos,GLI3,1.78460544968101,chr7-42205211-42205711,32409.0
2402,TCF7L1,4,pos,HSPB1,0.846534157801432,chr7-76304188-76304688,1894.0
2403,TCF7L1,4,pos,CHD7,0.7565519047948,chr8-60524125-60524625,-154403.0
2404,NEUROD1,4,pos,SRM,0.930656539358874,chr1-11132232-11132732,-72458.0
2405,NEUROD1,4,pos,EFCAB2,1.01125433023518,chr1-245166279-245166779,196824.0
2406,NEUROD1,4,pos,GUCY1A2,0.773185202610101,chr11-107042754-107043254,-24480.0
2407,NEUROD1,4,pos,TMEM132B,1.03266459720796,chr12-125185995-125186495,-591.0
2408,NEUROD1,4,pos,TMEM132B,1.97672753217462,chr12-125374657-125375157,188071.0
2409,NEUROD1,4,pos,APOLD1,0.852093429059117,chr12-12558845-12559345,-166822.0
2410,NEUROD1,4,pos,APOLD1,1.06595166335534,chr12-12845237-12845737,119570.0
2411,NEUROD1,4,pos,TMTC2,0.980780182788402,chr12-82866930-82867430,180300.0
2412,NEUROD1,4,pos,GPC6,1.58626063432055,chr13-93108285-93108785,-118307.0
2413,NEUROD1,4,pos,SMOC1,0.614623547100573,chr14-69841562-69842062,-12319.0
2414,NEUROD1,4,pos,ZNF423,0.834092830242462,chr16-49738714-49739214,118955.0
2415,NEUROD1,4,pos,GAREM1,1.00588289626067,chr18-32628631-32629131,-158397.0
2416,NEUROD1,4,pos,GPR39,0.717810672992153,chr2-132584089-132584589,167765.0
2417,NEUROD1,4,pos,SCN2A,0.818019323041045,chr2-165128468-165128968,-66275.0
2418,NEUROD1,4,pos,EPHA4,1.58400934347217,chr2-221458545-221459045,115407.0
2419,NEUROD1,4,pos,PLCB4,1.58839617458045,chr20-9082741-9083241,14228.0
2420,NEUROD1,4,pos,DSCAM,0.603642487771113,chr21-40841847-40842347,5042.0
2421,NEUROD1,4,pos,ABCG1,1.71121716137112,chr21-42038943-42039443,-160496.0
2422,NEUROD1,4,pos,HEG1,1.96039732854379,chr3-125186129-125186629,-130421.0
2423,NEUROD1,4,pos,CHL1,1.04866053882005,chr3-157906-158406,-38440.0
2424,NEUROD1,4,pos,MAGI1,0.68770503028589,chr3-66017099-66017599,21485.0
2425,NEUROD1,4,pos,PAM,0.955404822576992,chr5-102583731-102584231,-170000.0
2426,NEUROD1,4,pos,PAM,0.582055836578959,chr5-102836844-102837344,83113.0
2427,NEUROD1,4,pos,SEMA6A,1.61348662745323,chr5-116410906-116411406,163778.0
2428,NEUROD1,4,pos,SEMA6A,1.91848878014927,chr5-116441985-116442485,132699.0
2429,NEUROD1,4,pos,SLC1A3,0.772964522820145,chr5-36652948-36653448,46843.0
2430,NEUROD1,4,pos,SLC1A3,1.17665607434933,chr5-36769647-36770147,163542.0
2431,NEUROD1,4,pos,SGK1,0.822310642246672,chr6-134421261-134421761,-103399.0
2432,NEUROD1,4,pos,EPM2A,0.49066591746558,chr6-145875596-145876096,-139823.0
2433,NEUROD1,4,pos,PTK7,0.799765689422329,chr6-42929177-42929677,-146841.0
2434,NEUROD1,4,pos,FOXP2,0.768755049808275,chr7-113994724-113995224,-91353.0
2435,NEUROD1,4,pos,PLXNA4,1.35099653657662,chr7-132485566-132486066,162872.0
2436,NEUROD1,4,pos,ELMO1,0.605792710929174,chr7-37580435-37580935,-131436.0
2437,NEUROD1,4,pos,ZHX2,1.95513417038325,chr8-122664710-122665210,-116434.0
